,Molecule Name,Pubchem ID #,Note,SMILES String,Other SMILES,Method,Contributor,Detection Threshold,Detection Units,Normalized Detection Threshold,Molecule Odour,Resources,N
367,"(2S,3R)-(-)-2-methyltetrahydrofuran-3-thiol acetate",7157263,"""""",C[C@@H]1OCC[C@H]1SC(C)=O\r,C[C@@H]1OCC[C@H]1SC(C)=O\r,chem draw + cactus,LC,7.30E+00,ng/L air,0.0073,"roasted meat, burnt, fried onion",,183
368,"(+)-(S)-1-tert-butyl-2,3,3a,4,6,7-hexahydro-3a-methylinden-5-one - Odor description (10% DPG, blotter)",10908,https://pubchem.ncbi.nlm.nih.gov/compound/Tert-butyl-acetate,CC(C)(C)C1=C2CCC(=O)C[C@]2(C)CC1,CC(C)(C)C1=C2CCC(=O)C[C@]2(C)CC1,Cactus,DW,1.06E+01,ngL-1 air,0.0106,"dark woody (woody facet of Cashmeran), agrestic odor with slightly smoky aspects, and nuances of vetiver and oud, and with slightly floral facets (rosy in Mefrosol direction). The odor is more floral and woody than that of the (R)-enantiomer",,184
369,"(-)-(R)-1-tert-butyl-2,3,3a,4,6,7-hexahydro-3a-methylinden-5-one - Odor description (10% DPG, blotter)",10908,"Copy and pasted the whole name into Google, first pubchem id",CC(C)(C)C1=C2CCC(=O)C[C@@]2(C)CC1,CC(C)(C)C1=C2CCC(=O)C[C@@]2(C)CC1,Cactus,DW,5.95E+00,ngL-1 air,0.00595,"dark woody, agrestic odor with fruity aspects in Cashmeran direction and nuances of raspberry and orris, and slightly rooty, oud and vetiver facets, somewhat recalling epoxy cedrene. The odor is sweeter and fattier than that of the antipode",,184
370,"(-)-(S)-1-tert-butyl-2,3,3a,4-tetrahydro-3a-methylinden-5-one - Odor description (10% DPG, blotter)",10908,,CC(C)(C)C1=C2C=CC(=O)C[C@]2(C)CC1,CC(C)(C)C1=C2C=CC(=O)C[C@]2(C)CC1,Cactus,DW,3.79E+01,ngL-1 air,0.0379,"woody, dry, agrestic odor with coniferous aspects and a slightly fruity, animalic and powdery tonality",,185
371,"(+)-(R)-1-tert-butyl-2,3,3a,4-tetrahydro-3a-methylinden-5-one - Odor description (10% DPG, blotter)",10908,,CC(C)(C)C1=C2C=CC(=O)C[C@@]2(C)CC1,CC(C)(C)C1=C2C=CC(=O)C[C@@]2(C)CC1,Cactus,DW,1.51E+01,ngL-1 air,0.0151,"woody-musky odor reminiscent of Cashmeran with aspects of methyl ionone. The odor is less sweet, musky and fruity than that of Cashmeran, but more raspberry than apple-like in its fruity character and drier in its woody note, containing slightly rooty facets",,185
372,(R)-(+)-(E)-alpha-ionone,5282108,,CC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C\r,CC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,0.03-328,ppb,0.03,"violet-like, fruity, raspberry-like, flowery, strong impact",,186
373,(S)-(-)-(E)-alpha-ionone,5282108,,CC(=O)/C=C/[C@@H]1C(=CCCC1(C)C)C\r,CC(=O)/C=C/[C@@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,0.1-656,ppb,0.1,"woody, cedar wood like, raspberry & beta-ionone lik",,186
374,(R)-(-)-gamma-Ionone,11389922,,CC(=O)/C=C/[C@H]1C(=C)CCCC1(C)C,,,,1.10E+01,ppb,11.0,"Weak green, fruity, pineapple-like odor with metallic aspects, quite different from the typical ionone odor; however, slightly woody, ionone-type nuances are also present",,187
375,(S)-(+)-gamma-Ionone,11194862,,CC(=O)/C=C/[C@@H]1C(=C)CCCC1(C)C,,,,7.00E-02,ppb,0.006999999999999999,"Linear, very pleasant, floral, green, woody odor with a very natural violet tonality; the most powerful and pleasant isomer",,187
376,(R)-(+)-(E)-alpha-damascone,5366077,,C/C=C/C(=O)[C@H]1C(=CCCC1(C)C)C\r,C/C=C/C(=O)[C@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,1.00E+02,ppb,100.0,"odor character was reminiscent of rose petals, with apple & fruitier notes than (S)-(-)-(E)-alpha-damascone . When used as a flavoring ingredient, (R)-(+)-alpha-damascone possesses also a somehat woody, camphory, dirty and musty taste",,188
377,(S)-(-)-(E)-alpha-damascone,5366077,,C/C=C/C(=O)[C@@H]1C(=CCCC1(C)C)C\r,C/C=C/C(=O)[C@@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,1.50E+00,ppb,1.5,"floral, reminiscent of rose petals and characterized by a more pronounced and fresher floral note possessing moreover a green and slightly winey notes without presenting the ""cork"" tone and the typical green apple note of the racemic mixture or of the (R)-(+)-enantiomer. When used as a flavoring ingredient, (S)-(-)-alpha-damascone develops a floral note. Moreover, it is reminiscent of tea, especially with regard to its herbal character",,188
378,"(1R,6S)-(+)-ethyl tetrahydrosafranate",11735763,Matches according to GoodScents on CAS 22471-55-2,CCOC(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r,CCOC(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r,chem draw + cactus,LC,2.00E+01,ppb,20.0,clean and sweet floral,,189
379,"(1S,6R)-(-)-ethyl tetrahydrosafranate",11735763,Matches according to GoodScents on CAS 22471-55-2,CCOC(=O)C[C@H]1[C@H](C)CCCC1(C)C\r,CCOC(=O)C[C@H]1[C@H](C)CCCC1(C)C\r,chem draw + cactus,LC,1.00E+02,ppb,100.0,dirty and heavy fatty floral,,189
380,"(1R,6S)-(-)-1,6-dihydrodamascone",53754001,http://www.thegoodscentscompany.com/allproc-7.html,C/C=C/C(=O)C[C@H]1[C@H](C)CCCC1(C)C\r,C/C=C/C(=O)C[C@H]1[C@H](C)CCCC1(C)C\r,chem draw + cactus,LC,5.00E+00,ppb,5.0,ripe fruity odor with fresh rosy note,,190
381,"(1S,6R)-(-)-1,6-dihydrodamascone",53754001,"""""","C/C=C/C(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r","C/C=C/C(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r",chem draw + cactus,LC,7.50E-01,ppb,0.75,slightly camphoraceous fruity odor like beta-damascone,,190
382,"(1\\\'R,6\\\'S)-(+)-1\\\',2,3,6\\\'-tetrahydrodamascone",5374527,https://pubchem.ncbi.nlm.nih.gov/compound/beta-Damascone,CCCC(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r,CCCC(=O)[C@@H]1[C@@H](C)CCCC1(C)C\r,chem draw + cactus,LC,1.00E+01,ppb,10.0,heavy fruity,,191
383,"(1\\\'S,6\\\'R)-(+)-1\\\',2,3,6\\\'-tetrahydrodamascone",5374527,"""""",CCCC(=O)[C@H]1[C@H](C)CCCC1(C)C\r,CCCC(=O)[C@H]1[C@H](C)CCCC1(C)C\r,chem draw + cactus,LC,2.50E+01,ppb,25.0,fruity odor with slight peach note,,191
384,"(1S,6S)-(+)-1,6-dihydroionone",519382,http://www.thegoodscentscompany.com/data/rw1019322.html,C[C@H]1CCCC(C)(C)[C@@H]1\\C=C\\C(C)=O\r,C[C@H]1CCCC(C)(C)[C@@H]1\\C=C\\C(C)=O\r,chem draw + cactus,LC,2.50E+01,ppb,25.0,"very strong violet leaf odor like alpha-ionone (Yamamoto, et. al.); aromatic, carvone, woody, humus, powdery, ionone, myrrh, violet, strong (Chapuis & Brauchli)",,192
385,"(1R,6R)-(-)-1,6-dihydroionone",519382,"""""",C[C@@H]1CCCC(C)(C)[C@H]1\\C=C\\C(C)=O\r,C[C@@H]1CCCC(C)(C)[C@H]1\\C=C\\C(C)=O\r,chem draw + cactus,LC,1.00E+01,ppb,10.0,"weak woody odor with chemical note (Yamamoto, et. al.); woody, ionone, leather, camphor, weak (Chapuis & Brauchli)",,192
386,(R)-(+)-Dihydro-alpha-ionone,12858404,,CC(=O)CC[C@H]1C(=CCCC1(C)C)C\r,CC(=O)CC[C@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,3.10E+01,ppb,31.0,"Floral, violet-type odor with slightly fruity aspects. Also possesses a woody side, but less pronounced than in dihydro-beta-ionone",,193
387,(S)-(-)-Dihydro-alpha-ionone,38988368,,"CC(=O)CC[C@@H]1C(=CCCC1(C)C)C","CC(=O)CC[C@@H]1C(=CCCC1(C)C)C",chem draw + cactus,LC,1.00E+02,ppb,100.0,"Exhibits a floral orris-type odor, with woody aspects and a distinct honey note",,193
388,(R)-(-)-Dihydro-gamma-ionone,92256353,,CC(=O)CC[C@H]1C(=C)CCCC1(C)C\r,CC(=O)CC[C@H]1C(=C)CCCC1(C)C\r,chem draw + cactus,LC,6.20E+00,ppb,6.2,"Emanates a fatty, earthy odor with floral, orris-type nuances",,194
389,(S)-(+)-Dihydro-gamma-ionone,92256353,,"CC(=O)CC[C@@H]1C(=C)CCCC1(C)C","CC(=O)CC[C@@H]1C(=C)CCCC1(C)C",chem draw + cactus,LC,3.90E+01,ppb,39.0,"Fatty-floral odor, less orris-type than the other compounds of the dihydro series. An animalic undertone is also present",,194
390,"(1R,6S)-(+)-tetrahydroionol",107272,,C[C@@H](O)CC[C@@H]1[C@@H](C)CCCC1(C)C\r,C[C@@H](O)CC[C@@H]1[C@@H](C)CCCC1(C)C\r,chem draw + cactus,LC,4.00E+02,ppb,400.0,"diffusive amber odor with slightly floral, orrisy and earthy note (Yamamoto et al.); also described as slightly floral and orris-lke amber fragrance (Ohmoto et al. for an ~95: 5 % ratio of trans/cis isomers)",,195
391,"(1S,6R)-(-)-tetrahydroionol",107272,,C[C@H](O)CC[C@H]1[C@H](C)CCCC1(C)C\r,C[C@H](O)CC[C@H]1[C@H](C)CCCC1(C)C\r,chem draw + cactus,LC,1.00E+03,ppb,1000.0,faint vetiver-like woody odor (Yamamoto et al.); also described as a very faint woody odor (Ohmoto et al. for an ~95: 5 % ratio of trans/cis isomers),,195
392,"(1\\\'R,6\\\'S)-(+)-1-(2\\\',2\\\',6\\\'-Trimethyl-cyclohexyl)-pentan-3-ol",13512565,https://pubchem.ncbi.nlm.nih.gov/compound/3-_Methoxymethyl_pentan-3-ol,CCC(=O)CC[C@@H]1[C@@H](C)CCCC1(C)C\r,CCC(=O)CC[C@@H]1[C@@H](C)CCCC1(C)C\r,chem draw + cactus,LC,5.60E+01,ppb,56.0,very diffusive sharp amber odor with slight orrisy camphoraceous side note,,196
393,"(1\\\'S,6\\\'R)-(-)-1-(2\\\',2\\\',6\\\'-Trimethyl-cyclohexyl)-pentan-3-ol",13512565,"""""",CCC(=O)CC[C@H]1[C@H](C)CCCC1(C)C\r,CCC(=O)CC[C@H]1[C@H](C)CCCC1(C)C\r,chem draw + cactus,LC,8.60E+02,ppb,860.0,faint vetiver-like woody odor with slight amber and moldy note,,196
394,"(1S,5R)-(+)-cis-alpha-irone",5281521,,C[C@@H]1CC=C(C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,C[C@@H]1CC=C(C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,chem draw + cactus,LC,1.00E+05,ppb,100000.0,"iris, sweet irone odour, woody ionone, floral, fruity (Galfry, et.al, by GC sniffing); Violet like, with woody, methylionone undertones (Brenna, et. al.)",,197
395,"(1R,5S)-(-)-cis-alpha-irone",11009095,,C[C@H]1CC=C(C)[C@@H](\\C=C\\C(C)=O)C1(C)C\r,C[C@H]1CC=C(C)[C@@H](\\C=C\\C(C)=O)C1(C)C\r,chem draw + cactus,LC,1.00E+04,ppb,10000.0,"odourless (Galfry, et.al, by GC sniffing); In contrast, Inoue, et. al., indicate the (-)-cis-alpha-irone fragrance is superior to its enantiomer; Brenna, et. al. describe it as slightly stronger with a distinct \\xe2\\x80\\x98orris-butter\\xe2\\x80\\x99 character",,197
396,"(1S,5R)-(+)-cis-gamma-irone",6433146,,C[C@@H]1CCC(=C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,C[C@@H]1CCC(=C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,chem draw + cactus,LC,1.00E-01,ppb,0.1,"iris, sweet, woody ionone, dry floral (Galfry, et.al, by GC sniffing); Inoue, et. al., indicate the (-)-cis-gamma-irone fragrance is Floral, green; weak; Brenna, et. al. describe it as showing a floral, fatty, sweet, and woody odour character, an ionone-type odour with slightly sweet aspects",,198
397,"(1R,5S)-(-)-cis-gamma-irone",11367750,,C[C@H]1CCC(=C)[C@@H](\\C=C\\C(C)=O)C1(C)C\r,C[C@H]1CCC(=C)[C@@H](\\C=C\\C(C)=O)C1(C)C\r,chem draw + cactus,LC,7.50E-04,ppb,0.00075,"odourless (Galfry, et. al.); In contrast, Inoue, et. al., indicate the (-)-cis-gamma-irone fragrance is superior to its enantiomer with Floral, sweet, ionone-like notes; Brenna, et. al. describe it as showing a ""beta-ionone-type odour of warm floral-woody tonality. Green aspects are present, too. It shows some fruity nuances, reminiscent of pineapples. The odour is linear, and it can be considered a dry-down note""",,198
398,"(1S,5S)-(-)-trans-gamma-irone",11735894,,C[C@H]1CCC(=C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,C[C@H]1CCC(=C)[C@H](\\C=C\\C(C)=O)C1(C)C\r,chem draw + cactus,LC,2.64E-02,ppb,0.0264,"iris and floral note, ionone, like trans-alpha-irone (Galfry, et.al, by GC sniffing); Brenna, et. al. describe it as not very powerful, but it possesses a soft \\xe2\\x80\\x98orris-butter\\xe2\\x80\\x99-type of odour",,199
399,"(1R,5R)-(+)-trans-gamma-irone",10998204,,"C[C@@H]1CCC(=C)[C@@H](\\C=C\\C(C)=O)C1(C)C","C[C@@H]1CCC(=C)[C@@H](\\C=C\\C(C)=O)C1(C)C",chem draw + cactus,LC,1.14E-01,ppb,0.114,"weak, burnt smell, metallic, chemical (Galfry, et.al, by GC sniffing); Brenna, et. al. describe it as very weak, of a woody odour tonality",,199
400,"(6S)-(+)-8,9-dehydrotheaspirone",6428985,,CC1=CC[C@@]2(O1)C(=CC(=O)CC2(C)C)C\r,CC1=CC[C@@]2(O1)C(=CC(=O)CC2(C)C)C\r,chem draw + cactus,LC,1.00E+02,ppb,100.0,"Fruity-floral aroma (Kataoka, et. al.); floral, woody-ambery, powdery, reminiscent of Cetonal with natural fruity, orris-like facets (Serra, et. al.)",,200
401,"(6R)-(-)-8,9-dehydrotheaspirone",6428985,,CC1=CC[C@]2(O1)C(=CC(=O)CC2(C)C)C\r,CC1=CC[C@]2(O1)C(=CC(=O)CC2(C)C)C\r,chem draw + cactus,LC,5.00E+02,ppb,500.0,"Woody aroma (Kataoka, et. al.); woody, dry, cedarwood odor with a green, earthy, tobacco and olibanum inflection and floral-fruity nuances (Serra, et. al.)",,200
402,"(-)-(6R)-3,4-Didehydro-gamma-ionone",5363741,http://www.thegoodscentscompany.com/data/rw1035361.html,CC(=O)/C=C/[C@H]1C(=C)C=CCC1(C)C\r,CC(=O)/C=C/[C@H]1C(=C)C=CCC1(C)C\r,chem draw + cactus,LC,2.50E-01,ng/L air,0.00025,"weaker than (+)-(S)-isomer, fruity-floral, slightly woody",,201
403,"(+)-(6S)-3,4-Didehydro-gamma-ionone",5363741,,"CC(=O)/C=C/[C@@H]1C(=C)C=CCC1(C)C","CC(=O)/C=C/[C@@H]1C(=C)C=CCC1(C)C",chem draw + cactus,LC,8.00E-02,ng/L air,8e-05,"stronger than (-)-(R)-isomer on blotter, floral-woody, cetonal-like, slightly fruity, damasconic, sweet",,201
404,"(-)-(6R)-3,4-Didehydro-7,8-dihydro-gamma-ionone",114558,http://www.thegoodscentscompany.com/data/rw1381991.html,"CC(=O)CC[C@H]1C(=C)C=CCC1(C)C","CC(=O)CC[C@H]1C(=C)C=CCC1(C)C",chem draw + cactus,LC,9.94E+01,ng/L iar,0.0994,"weaker on blotter than (+)-(S)-isomer, fruity, agrestic, floral, ionone- and damascone-like, slightly woody, and saffron-like",,202
405,"(+)-(6S)-3,4-Didehydro-7,8-dihydro-gamma-ionone",114558,"""""","CC(=O)CC[C@@H]1C(=C)C=CCC1(C)C","CC(=O)CC[C@@H]1C(=C)C=CCC1(C)C",chem draw + cactus,LC,9.20E+01,ng/L air,0.092,"stronger on blotter than (-)-(R)-isomer, woody-powdery, ionone, slightly fruity-floral, more pronounced ionone character than (-)-(R)-isomer",,202
406,(+)-(6R)-alpha-Iso-methylionone (ee = 94%),5372174,,"CC(=O)C(/C)=C/[C@H]1C(=CCCC1(C)C)C","CC(=O)C(/C)=C/[C@H]1C(=CCCC1(C)C)C",chem draw + cactus,LC,7.90E-02,ng/L air,7.900000000000001e-05,"typical dry warm ionone note, irisone, clean tea-like, also on blotter more intense and dryer than (-)-enantiomer",,203
407,(-)-(6S)-alpha-Iso-methylionone (ee = 98%),5372174,,CC(=O)C(/C)=C/[C@@H]1C(=CCCC1(C)C)C\r,CC(=O)C(/C)=C/[C@@H]1C(=CCCC1(C)C)C\r,chem draw + cactus,LC,8.30E-01,ng/L air,0.0008300000000000001,"about ten times weaker floral note in the direction of iris and ionone, with hesperidic\\xe2\\x80\\x94citric elements and sweet fruity damascone-like aspects. More rich and complex in odour than (+)-enantiomer",,203
408,(+)-(6R)-alpha-n-Methylionone (ee = 93%),16751505,,"CCC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C","CCC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C",chem draw + cactus,LC,5.30E-01,ng/L air,0.00053,"woody, powdery, floral odour in the direction of the ionone family, but less powerful and less intense. Dry-down linear, after 4 h woody-ionone, somewhat orris-like, and after 24 h woody-ionone, fruity, raspberry-type",,204
409,(-)-(6S)-alpha-n-Methylionone (ee = 98%),16751505,,"CCC(=O)/C=C/[C@@H]1C(=CCCC1(C)C)C","CCC(=O)/C=C/[C@@H]1C(=CCCC1(C)C)C",chem draw + cactus,LC,2.40E-01,ng/L air,0.00023999999999999998,"woody, powdery, floral odour in the direction of the ionone family, but less powerful and less intense. Dry-down linear, after 4 h woody-ionone, somewhat orris-like, and after 24 h woody-ionone, only very slightly fruity",,204
410,"(4S,7R)-(-)-galaxolide",14177990,,"C[C@@H]1COCc2cc3c(cc12)C(C)(C)[C@@H](C)C3(C)C","C[C@@H]1COCc2cc3c(cc12)C(C)(C)[C@@H](C)C3(C)C",chem draw + cactus,LC,6.30E-04,in air,6.3e-07,powerful musk odor,,205
411,"(4R,7S)-(+)-galaxolide",14177990,,C[C@H]1COCc2cc3c(cc12)C(C)(C)[C@H](C)C3(C)C\r,C[C@H]1COCc2cc3c(cc12)C(C)(C)[C@H](C)C3(C)C\r,chem draw + cactus,LC,1.30E-01,in air,0.00013000000000000002,weak to almost odorless,,205
412,"(4R,7R)-(+)-galaxolide",91497,,C[C@H]1COCc2cc3c(cc12)C(C)(C)[C@@H](C)C3(C)C\r,C[C@H]1COCc2cc3c(cc12)C(C)(C)[C@@H](C)C3(C)C\r,chem draw + cactus,LC,4.40E-01,in air,0.00044,weak to almost odorless,,206
413,"(4S,7S)-(-)-galaxolide",91497,,C[C@@H]1COCc2cc3c(cc12)C(C)(C)[C@H](C)C3(C)C\r,C[C@@H]1COCc2cc3c(cc12)C(C)(C)[C@H](C)C3(C)C\r,chem draw + cactus,LC,1.00E-03,in air,1e-06,powerful musk odor,,206
414,(R)-(-)-muscone,7160826,,C[C@@H]1CCCCCCCCCCCCC(=O)C1,,,,6.10E+01,in air,0.061,"rich, powerful, musky; very nice musky note, rich and powerful,\\xe2\\x80\\x9d",,207
415,(S)-(+)-muscone,7160827,,C[C@H]1CCCCCCCCCCCCC(=O)C1,,,,2.33E+02,in air,0.233,"poor, weakly musky",,207
416,"(12R,9Z)- Nirvanolide\\xc2\\xae",11064468,I assumed ppm for the units that are blank,C[C@H]1CCOC(=O)CCCCCCC\\C=C/C1,C[C@H]1CCOC(=O)CCCCCCC\\C=C/C1,Extended Leffingwell Name + Cactus,DW,5.00E-02,,5.0,"intense musky, fruity, powdery odor with lactonic nuances",,208
417,"(12S,9Z)- Nirvanolide\\xc2\\xae",11064468,,C[C@@H]1CCOC(=O)CCCCCCC\\C=C/C1,C[C@@H]1CCOC(=O)CCCCCCC\\C=C/C1,Extended Leffingwell Name + Cactus,DW,,,,odorless,,208
418,(12R)-(-)-12-methyl-9-oxa-14-tetradecanolide,10752700,,C[C@@H]1CCOCCCCCCCC(=O)OCC1,C[C@@H]1CCOCCCCCCCC(=O)OCC1,Cactus,DW,9.00E-02,,9.0,"intense musky-floral, powdery odor reminiscent of the nitro musk musk ambrette, with additional woody, myrrh-type factors",,209
419,(12S)-(+)-12-methyl-9-oxa-14-tetradecanolide,10752700,,C[C@H]1CCOCCCCCCCC(=O)OCC1,C[C@H]1CCOCCCCCCCC(=O)OCC1,Cactus,DW,,,,odorless,,209
420,"(+)-(3R)-3,7-dimethyloct-6-enyl ethyl oxalate",40428225,,CCOC(=O)C(=O)OCC[C@H](C)CCC=C(C)C,CCOC(=O)C(=O)OCC[C@H](C)CCC=C(C)C,Cactus,DW,2.00E+02,ppb,200.0,Floral musk,,210
421,"(-)-(3S)-3,7-dimethyloct-6-enyl ethyl oxalate",40428225,,CCOC(=O)C(=O)OCC[C@@H](C)CCC=C(C)C,CCOC(=O)C(=O)OCC[C@@H](C)CCC=C(C)C,Cactus,DW,5.00E+02,ppb,500.0,Rose-like floral,,210
422,"Ethyl (1S)-1-[(1\\\'R)-3,3-dimethylcyclohexyl]ethyl malonate",70615,"https://pubchem.ncbi.nlm.nih.gov/compound/Ethyl-hydrogen-malonate; I assumed ppb for the units that start with ""REL""",CCOC(=O)CC(=O)O[C@@H](C)[C@@H]1CCCC(C)(C)C1\r,CCOC(=O)CC(=O)O[C@@H](C)[C@@H]1CCCC(C)(C)C1\r,chem draw + cactus,LC,7.50E+00,Rel. Odor Int,7.5,"Powerful Musky, Fruity, Woody, Ambery",,211
423,"Ethyl (1RS)-1-[(1\\\'RS)-3,3-dimethylcyclohexyl]ethyl malonate",70615,Copy and Pasted the name into google,"CCOC(=O)CC(=O)OC(C)C1CCCC(C)(C)C1","CCOC(=O)CC(=O)OC(C)C1CCCC(C)(C)C1",chem draw + cactus,LC,5.00E+00,Rel. Odor Int,5.0,"Fruity, Apple, Musky",,211
424,"Ethyl (1S)-1-[(1\\\'RS)-3,3-dimethylcyclohexyl]ethyl malonate",70615,"""""","CCOC(=O)CC(=O)O[C@@H](C)C1CCCC(C)(C)C1","CCOC(=O)CC(=O)O[C@@H](C)C1CCCC(C)(C)C1",chem draw + cactus,LC,6.00E+00,Rel. Odor Int,6.0,"Musky, Fruity, Honey, Woody, Ambery",,212
425,"Ethyl (1R)-1-[(1\\\'RS)-3,3-dimethylcyclohexyl]ethyl malonate",70615,"""""",CCOC(=O)CC(=O)O[C@H](C)C1CCCC(C)(C)C1\r,CCOC(=O)CC(=O)O[C@H](C)C1CCCC(C)(C)C1\r,chem draw + cactus,LC,4.00E+00,Rel. Odor Int,4.0,"Masky, Dirty Honey, Fruity, Woody",,212
426,(-)-Ambrox\\xc2\\xae,107166,"As usual, I assumed the blank units in this section to be ppm",CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,Extended Leffingwell Name + Cactus,DW,3.00E-01,,300.0,"moist, soft, creamy, persistent, warm, animalic, amber odor with a velvety effect",,213
427,(+)-Ambrox\\xc2\\xae,107166,,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]3(C)OCC[C@@H]23,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]3(C)OCC[C@@H]23,Extended Leffingwell Name + Cactus,DW,2.40E+00,,2400.0,"accentuated woody note and lacks the strong animalic warmth"" of the (-)-isomer",,213
428,"(4R,4aS,6R)-(+)-nootkatone",1268142,,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C\r,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C\r,chem draw + cactus,LC,8.00E+02,,800000.0,"strong grapefruit odor, bitter in taste",,214
429,"(4S,4aR,6S)-(-)-nootkatone",7567181,,C[C@H]1CC(=O)C=C2CC[C@@H](C[C@]12C)C(C)=C\r,C[C@H]1CC(=O)C=C2CC[C@@H](C[C@]12C)C(C)=C\r,chem draw + cactus,LC,6.00E+05,,600000000.0,weak woody (vetiver noe); no grapefruit character,,214
430,"(+)-(4R,4aS,6R,8aS)-Tetrahydronootkatone",11658623,,CC(C)[C@@H]1CC[C@H]2CC(=O)C[C@@H](C)[C@]2(C)C1\r,CC(C)[C@@H]1CC[C@H]2CC(=O)C[C@@H](C)[C@]2(C)C1\r,chem draw + cactus,LC,5000-20000,,5000000.0,"dusty-woody, fresh, green, sour, spicy, herbal, slightly fruity, animal, erogenic",,215
431,"(-)-(4S,4aR,6S,8aR)-Tetrahydronootkatone",11658623,,CC(C)[C@H]1CC[C@@H]2CC(=O)C[C@H](C)[C@@]2(C)C1\r,CC(C)[C@H]1CC[C@@H]2CC(=O)C[C@H](C)[C@@]2(C)C1\r,chem draw + cactus,LC,30000-70000,,30000000.0,"dusty-woody, spicy, fresh, green, sour, slightly herbal, fruity, animal, erogenic",,215
432,"(4R,4aS)-(+)-alpha-vetivone",442405,,C[C@H]1CC(=O)C=C2CCC(C[C@]12C)=C(C)C\r,C[C@H]1CC(=O)C=C2CCC(C[C@]12C)=C(C)C\r,chem draw + cactus,LC,600-1000,,600000.0,some grapefruit character in combination with its strong characteristic woody balsamic odor; also has been described as floral-waxy-woody,,216
433,"(4S,4aR)- (-)- alpha-vetivone",442405,,"C[C@@H]1CC(=O)C=C2CCC(C[C@@]12C)=C(C)C","C[C@@H]1CC(=O)C=C2CCC(C[C@@]12C)=C(C)C",chem draw + cactus,LC,6000-15000,,6000000.0,completely lacks the fruity character of (+)- alpha-vetivone,,216
434,"(+)-8-Dehydro-11,12-dihydronootkatone",71587038,http://www.thegoodscentscompany.com/data/rw1038261.html,CC(C)[C@H]1C[C@@]2(C)[C@H](C)CC(=O)C=C2C=C1\r,CC(C)[C@H]1C[C@@]2(C)[C@H](C)CC(=O)C=C2C=C1\r,chem draw + cactus,LC,5000-10000,,5000000.0,"On an odor rating scale: fresh, green, sour, dusty-woody, herbal-spicy, slightly animal, erogenic, fruity",,217
435,"(-)-8-Dehydro-11,12-dihydronootkatone",71587038,"""""",CC(C)[C@@H]1C[C@]2(C)[C@@H](C)CC(=O)C=C2C=C1\r,CC(C)[C@@H]1C[C@]2(C)[C@@H](C)CC(=O)C=C2C=C1\r,chem draw + cactus,LC,40000-100000,,40000000.0,"On an odor rating scale: dusty-woody, fresh, green,sour, herbal-spicy, slightly animal, erogenic",,217
436,"(-)-(1aR,5R,5aS,6aR)-Tricycloketone",71587038,"""""",CC(C)[C@]12C[C@H]1C3=CC(=O)C[C@@H](C)[C@]3(C)C2,CC(C)[C@]12C[C@H]1C3=CC(=O)C[C@@H](C)[C@]3(C)C2,Cactus,DW,40000-80000,,40000000.0,"On an odor rating scale: dusty-woody, fresh, green, sour, spicy herbal, slightly animal, erogenic",,218
437,"(+)-(1aS,5S,5aR,6aS)-Tricycloketone",71587038,"""""",CC(C)[C@@]12C[C@@H]1C3=CC(=O)C[C@H](C)[C@@]3(C)C2,CC(C)[C@@]12C[C@@H]1C3=CC(=O)C[C@H](C)[C@@]3(C)C2,Cactus,DW,80000-120000,,80000000.0,"On an odor rating scale: dusty-woody, spicy, slightly fresh, green, sour, herbal, animal, erogenic",,218
438,(+)-androstenone,6852393,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC=C2,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC=C2,Cactus,DW,1.80E-01,ppb,0.18,strong urine odor,,219
439,(-)-androstenone,6852393,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,,,,,,,odorless,,219
